iter	Passed	Remaining
10900	69458	567714
10901	69464	567708
10902	69471	567702
10903	69477	567698
10904	69484	567693
10905	69490	567687
10906	69496	567679
10907	69503	567674
10908	69509	567667
10909	69516	567663
10910	69522	567657
10911	69529	567652
10912	69535	567645
10913	69542	567640
10914	69548	567630
10915	69554	567626
10916	69560	567618
10917	69567	567612
10918	69573	567603
10919	69579	567598
10920	69586	567591
10921	69592	567587
10922	69598	567579
10923	69605	567573
10924	69611	567566
10925	69618	567561
10926	69625	567558
10927	69631	567551
10928	69637	567546
10929	69644	567541
10930	69650	567536
10931	69657	567529
10932	69663	567522
10933	69669	567516
10934	69676	567511
10935	69683	567507
10936	69689	567503
10937	69696	567497
10938	69702	567491
10939	69709	567486
10940	69715	567482
10941	69722	567476
10942	69728	567467
10943	69734	567463
10944	69741	567457
10945	69748	567454
10946	69754	567449
10947	69761	567442
10948	69767	567434
10949	69773	567428
10950	69780	567423
10951	69786	567417
10952	69792	567410
10953	69798	567401
10954	69805	567394
10955	69811	567387
10956	69817	567380
10957	69824	567375
10958	69830	567369
10959	69837	567365
10960	69844	567361
10961	69850	567354
10962	69856	567348
10963	69863	567344
10964	69870	567339
10965	69876	567333
10966	69883	567329
10967	69889	567326
10968	69896	567319
10969	69902	567313
10970	69909	567309
10971	69915	567305
10972	69922	567301
10973	69928	567294
10974	69935	567286
10975	69941	567280
10976	69947	567275
10977	69954	567271
10978	69961	567265
10979	69967	567257
10980	69973	567251
10981	69980	567246
10982	69986	567242
10983	69993	567239
10984	70000	567235
10985	70006	567227
10986	70012	567221
10987	70019	567217
10988	70025	567210
10989	70032	567207
10990	70038	567199
10991	70045	567195
10992	70052	567192
10993	70058	567188
10994	70065	567184
10995	70072	567179
10996	70078	567173
10997	70085	567168
10998	70091	567164
10999	70098	567160
11000	70104	567152
11001	70110	567144
11002	70117	567138
11003	70123	567130
11004	70130	567126
11005	70136	567121
11006	70143	567117
11007	70150	567114
11008	70156	567109
11009	70163	567106
11010	70170	567102
11011	70176	567094
11012	70183	567091
11013	70189	567087
11014	70196	567082
11015	70202	567075
11016	70209	567070
11017	70215	567066
11018	70222	567060
11019	70228	567054
11020	70234	567045
11021	70241	567040
11022	70247	567033
11023	70254	567029
11024	70260	567022
11025	70266	567015
11026	70273	567009
11027	70279	567003
11028	70285	566996
11029	70292	566989
11030	70298	566984
11031	70305	566978
11032	70311	566973
11033	70317	566966
11034	70324	566960
11035	70330	566955
11036	70337	566948
11037	70343	566943
11038	70350	566938
11039	70356	566932
11040	70363	566928
11041	70370	566924
11042	70376	566920
11043	70383	566916
11044	70390	566911
11045	70396	566904
11046	70402	566899
11047	70409	566895
11048	70415	566888
11049	70422	566883
11050	70428	566878
11051	70435	566875
11052	70441	566869
11053	70448	566863
11054	70454	566856
11055	70461	566849
11056	70467	566841
11057	70473	566836
11058	70480	566832
11059	70486	566826
11060	70493	566820
11061	70499	566816
11062	70506	566810
11063	70513	566807
11064	70519	566802
11065	70526	566799
11066	70532	566793
11067	70539	566787
11068	70545	566781
11069	70552	566777
11070	70558	566772
11071	70565	566768
11072	70572	566763
11073	70578	566757
11074	70585	566753
11075	70591	566748
11076	70597	566739
11077	70604	566735
11078	70610	566729
11079	70617	566725
11080	70624	566720
11081	70630	566715
11082	70637	566709
11083	70643	566703
11084	70650	566702
11085	70657	566697
11086	70663	566693
11087	70670	566689
11088	70676	566683
11089	70683	566677
11090	70689	566672
11091	70696	566666
11092	70702	566659
11093	70709	566655
11094	70715	566650
11095	70722	566647
11096	70729	566641
11097	70735	566637
11098	70742	566632
11099	70748	566626
11100	70754	566618
11101	70761	566612
11102	70767	566605
11103	70774	566601
11104	70780	566594
11105	70787	566591
11106	70793	566583
11107	70800	566579
11108	70806	566573
11109	70813	566568
11110	70819	566562
11111	70826	566557
11112	70832	566551
11113	70838	566545
11114	70845	566539
11115	70851	566534
11116	70858	566529
11117	70865	566526
11118	70871	566522
11119	70878	566518
11120	70885	566513
11121	70891	566508
11122	70898	566502
11123	70904	566496
11124	70911	566492
11125	70917	566487
11126	70924	566483
11127	70931	566480
11128	70937	566474
11129	70944	566469
11130	70950	566462
11131	70956	566456
11132	70963	566451
11133	70970	566448
11134	70976	566440
11135	70983	566437
11136	70989	566427
11137	70995	566421
11138	71002	566417
11139	71008	566413
11140	71015	566409
11141	71022	566406
11142	71029	566403
11143	71035	566397
11144	71041	566391
11145	71048	566387
11146	71055	566382
11147	71061	566377
11148	71068	566372
11149	71075	566369
11150	71081	566363
11151	71087	566357
11152	71094	566351
11153	71100	566343
11154	71107	566339
11155	71113	566334
11156	71120	566331
11157	71127	566326
11158	71133	566321
11159	71140	566317
11160	71146	566310
11161	71152	566304
11162	71159	566298
11163	71165	566293
11164	71172	566285
11165	71178	566281
11166	71185	566277
11167	71191	566271
11168	71198	566267
11169	71205	566261
11170	71211	566257
11171	71218	566250
11172	71224	566243
11173	71230	566238
11174	71237	566234
11175	71243	566228
11176	71250	566222
11177	71257	566219
11178	71263	566214
11179	71269	566206
11180	71276	566201
11181	71282	566195
11182	71289	566188
11183	71295	566182
11184	71301	566176
11185	71308	566170
11186	71314	566165
11187	71321	566160
11188	71327	566152
11189	71334	566147
11190	71341	566144
11191	71347	566142
11192	71354	566138
11193	71360	566130
11194	71367	566124
11195	71373	566119
11196	71380	566113
11197	71386	566107
11198	71393	566104
11199	71400	566100
11200	71406	566095
11201	71413	566091
11202	71419	566086
11203	71426	566079
11204	71432	566074
11205	71439	566068
11206	71445	566060
11207	71451	566055
11208	71457	566047
11209	71464	566038
11210	71470	566032
11211	71476	566024
11212	71482	566016
11213	71489	566010
11214	71495	566005
11215	71502	566001
11216	71509	565997
11217	71515	565991
11218	71522	565988
11219	71528	565982
11220	71535	565976
11221	71541	565970
11222	71548	565967
11223	71554	565960
11224	71561	565956
11225	71567	565951
11226	71574	565946
11227	71580	565937
11228	71586	565929
11229	71593	565926
11230	71600	565921
11231	71606	565914
11232	71612	565909
11233	71619	565903
11234	71625	565899
11235	71632	565895
11236	71639	565889
11237	71645	565882
11238	71651	565877
11239	71658	565872
11240	71665	565869
11241	71671	565862
11242	71678	565857
11243	71684	565852
11244	71691	565846
11245	71697	565841
11246	71704	565835
11247	71710	565829
11248	71717	565825
11249	71723	565819
11250	71729	565812
11251	71736	565809
11252	71743	565803
11253	71749	565795
11254	71756	565792
11255	71762	565786
11256	71768	565780
11257	71775	565775
11258	71781	565768
11259	71788	565763
11260	71794	565757
11261	71801	565750
11262	71807	565744
11263	71813	565737
11264	71820	565733
11265	71826	565727
11266	71833	565723
11267	71840	565719
11268	71847	565716
11269	71853	565710
11270	71859	565704
11271	71866	565698
11272	71872	565693
11273	71879	565690
11274	71885	565682
11275	71892	565677
11276	71898	565671
11277	71905	565666
11278	71911	565661
11279	71918	565657
11280	71925	565654
11281	71931	565648
11282	71938	565643
11283	71945	565639
11284	71951	565632
11285	71958	565629
11286	71964	565622
11287	71971	565619
11288	71977	565611
11289	71983	565605
11290	71990	565597
11291	71996	565591
11292	72003	565586
11293	72009	565581
11294	72015	565575
11295	72022	565567
11296	72028	565563
11297	72035	565557
11298	72041	565550
11299	72048	565545
11300	72054	565538
11301	72060	565532
11302	72067	565526
11303	72073	565520
11304	72079	565509
11305	72086	565504
11306	72092	565497
11307	72098	565491
11308	72104	565484
11309	72111	565479
11310	72118	565476
11311	72124	565471
11312	72131	565464
11313	72137	565458
11314	72145	565459
11315	72151	565454
11316	72157	565448
11317	72164	565443
11318	72171	565440
11319	72177	565435
11320	72184	565427
11321	72190	565421
11322	72196	565415
11323	72203	565407
11324	72209	565403
11325	72216	565399
11326	72222	565392
11327	72229	565389
11328	72235	565383
11329	72242	565378
11330	72248	565370
11331	72255	565365
11332	72261	565356
11333	72267	565351
11334	72274	565344
11335	72280	565340
11336	72287	565333
11337	72293	565328
11338	72300	565324
11339	72307	565321
11340	72313	565318
11341	72320	565313
11342	72327	565309
11343	72333	565303
11344	72339	565295
11345	72346	565290
11346	72352	565285
11347	72359	565279
11348	72365	565274
11349	72372	565270
11350	72378	565264
11351	72385	565259
11352	72392	565256
11353	72398	565251
11354	72405	565245
11355	72411	565240
11356	72418	565235
11357	72424	565230
11358	72431	565226
11359	72438	565221
11360	72444	565213
11361	72451	565209
11362	72457	565204
11363	72464	565199
11364	72470	565195
11365	72477	565189
11366	72483	565184
11367	72490	565180
11368	72496	565173
11369	72503	565167
11370	72509	565158
11371	72515	565153
11372	72522	565148
11373	72529	565144
11374	72535	565141
11375	72542	565136
11376	72548	565131
11377	72555	565123
11378	72561	565117
11379	72567	565110
11380	72574	565105
11381	72580	565099
11382	72587	565096
11383	72593	565086
11384	72599	565077
11385	72605	565071
11386	72612	565064
11387	72618	565058
11388	72625	565053
11389	72631	565048
11390	72638	565042
11391	72644	565038
11392	72651	565033
11393	72657	565027
11394	72664	565021
11395	72671	565017
11396	72677	565012
11397	72683	565005
11398	72690	564999
11399	72696	564993
11400	72703	564987
11401	72709	564980
11402	72716	564976
11403	72722	564969
11404	72728	564963
11405	72735	564959
11406	72742	564954
11407	72748	564950
11408	72755	564946
11409	72761	564940
11410	72768	564937
11411	72775	564930
11412	72781	564925
11413	72787	564918
11414	72794	564912
11415	72800	564904
11416	72806	564898
11417	72812	564890
11418	72819	564883
11419	72825	564877
11420	72832	564872
11421	72838	564865
11422	72845	564859
11423	72851	564852
11424	72858	564850
11425	72864	564846
11426	72871	564838
11427	72878	564836
11428	72884	564828
11429	72890	564823
11430	72897	564816
11431	72903	564809
11432	72909	564801
11433	72915	564794
11434	72922	564787
11435	72928	564780
11436	72934	564773
11437	72941	564767
11438	72947	564762
11439	72953	564753
11440	72960	564749
11441	72966	564741
11442	72973	564737
11443	72979	564731
11444	72986	564726
11445	72992	564721
11446	72999	564718
11447	73006	564713
11448	73012	564707
11449	73018	564700
11450	73025	564693
11451	73031	564688
11452	73038	564684
11453	73045	564680
11454	73051	564675
11455	73058	564670
11456	73065	564667
11457	73071	564661
11458	73077	564656
11459	73084	564649
11460	73091	564645
11461	73097	564640
11462	73103	564633
11463	73110	564628
11464	73117	564624
11465	73123	564621
11466	73130	564616
11467	73136	564610
11468	73143	564604
11469	73149	564598
11470	73155	564591
11471	73162	564586
11472	73169	564582
11473	73176	564579
11474	73182	564573
11475	73188	564566
11476	73195	564561
11477	73201	564556
11478	73208	564550
11479	73215	564546
11480	73221	564539
11481	73227	564531
11482	73233	564525
11483	73240	564518
11484	73246	564515
11485	73253	564510
11486	73260	564506
11487	73266	564500
11488	73272	564490
11489	73279	564486
11490	73286	564483
11491	73292	564478
11492	73299	564474
11493	73305	564470
11494	73312	564466
11495	73319	564460
11496	73325	564456
11497	73331	564447
11498	73338	564441
11499	73344	564435
11500	73351	564428
11501	73357	564423
11502	73364	564417
11503	73370	564414
11504	73377	564408
11505	73383	564402
11506	73390	564397
11507	73396	564390
11508	73403	564386
11509	73409	564382
11510	73416	564375
11511	73422	564371
11512	73429	564366
11513	73436	564361
11514	73441	564351
11515	73448	564345
11516	73454	564338
11517	73461	564334
11518	73467	564329
11519	73474	564324
11520	73480	564318
11521	73487	564313
11522	73494	564308
11523	73500	564304
11524	73507	564300
11525	73514	564297
11526	73520	564291
11527	73527	564286
11528	73533	564281
11529	73539	564273
11530	73546	564265
11531	73552	564258
11532	73559	564254
11533	73565	564250
11534	73572	564245
11535	73578	564239
11536	73585	564235
11537	73591	564230
11538	73598	564225
11539	73604	564219
11540	73611	564211
11541	73617	564206
11542	73624	564200
11543	73630	564195
11544	73636	564187
11545	73643	564182
11546	73649	564175
11547	73656	564168
11548	73662	564162
11549	73668	564156
11550	73675	564151
11551	73682	564147
11552	73688	564142
11553	73695	564138
11554	73701	564132
11555	73708	564125
11556	73714	564121
11557	73721	564118
11558	73727	564111
11559	73734	564105
11560	73740	564098
11561	73747	564093
11562	73753	564085
11563	73759	564080
11564	73766	564075
11565	73772	564069
11566	73779	564066
11567	73786	564062
11568	73792	564055
11569	73799	564049
11570	73805	564045
11571	73812	564039
11572	73818	564034
11573	73825	564030
11574	73832	564025
11575	73838	564017
11576	73844	564010
11577	73850	564004
11578	73856	563995
11579	73863	563989
11580	73870	563985
11581	73876	563980
11582	73883	563975
11583	73889	563971
11584	73896	563967
11585	73903	563964
11586	73909	563955
11587	73915	563947
11588	73921	563940
11589	73928	563935
11590	73934	563928
11591	73941	563921
11592	73947	563915
11593	73954	563910
11594	73960	563903
11595	73966	563896
11596	73973	563891
11597	73979	563885
11598	73986	563882
11599	73993	563878
11600	73999	563872
11601	74006	563867
11602	74012	563862
11603	74019	563858
11604	74025	563852
11605	74032	563848
11606	74038	563841
11607	74045	563836
11608	74051	563829
11609	74058	563824
11610	74064	563819
11611	74071	563813
11612	74077	563808
11613	74084	563801
11614	74090	563794
11615	74097	563791
11616	74103	563785
11617	74110	563779
11618	74116	563772
11619	74122	563766
11620	74129	563761
11621	74135	563756
11622	74142	563750
11623	74148	563744
11624	74155	563740
11625	74162	563736
11626	74168	563730
11627	74174	563723
11628	74181	563719
11629	74187	563711
11630	74193	563703
11631	74200	563698
11632	74207	563696
11633	74213	563691
11634	74220	563684
11635	74226	563679
11636	74233	563675
11637	74239	563669
11638	74246	563661
11639	74252	563655
11640	74259	563650
11641	74265	563643
11642	74271	563637
11643	74278	563631
11644	74284	563625
11645	74291	563620
11646	74297	563617
11647	74304	563614
11648	74311	563611
11649	74318	563607
11650	74324	563600
11651	74331	563596
11652	74337	563592
11653	74344	563583
11654	74350	563577
11655	74356	563571
11656	74363	563565
11657	74369	563556
11658	74375	563548
11659	74381	563542
11660	74388	563535
11661	74394	563530
11662	74401	563525
11663	74407	563519
11664	74414	563513
11665	74421	563509
11666	74427	563505
11667	74434	563498
11668	74440	563494
11669	74446	563487
11670	74453	563481
11671	74459	563473
11672	74466	563469
11673	74472	563464
11674	74479	563457
11675	74485	563452
11676	74492	563446
11677	74498	563438
11678	74504	563433
11679	74511	563429
11680	74518	563424
11681	74524	563421
11682	74531	563418
11683	74537	563411
11684	74544	563406
11685	74550	563399
11686	74557	563395
11687	74564	563390
11688	74570	563385
11689	74576	563378
11690	74583	563372
11691	74589	563365
11692	74596	563360
11693	74602	563355
11694	74609	563349
11695	74615	563344
11696	74622	563339
11697	74628	563334
11698	74635	563330
11699	74642	563326
11700	74648	563321
11701	74655	563318
11702	74662	563314
11703	74668	563307
11704	74675	563300
11705	74681	563294
11706	74687	563288
11707	74694	563282
11708	74700	563276
11709	74707	563269
11710	74714	563267
11711	74720	563260
11712	74727	563256
11713	74733	563252
11714	74740	563245
11715	74746	563238
11716	74752	563232
11717	74758	563225
11718	74765	563219
11719	74772	563214
11720	74778	563211
11721	74785	563205
11722	74791	563200
11723	74798	563194
11724	74804	563187
11725	74810	563180
11726	74817	563173
11727	74823	563166
11728	74830	563161
11729	74836	563154
11730	74842	563147
11731	74848	563139
11732	74855	563131
11733	74861	563126
11734	74867	563120
11735	74874	563113
11736	74880	563104
11737	74886	563096
11738	74892	563091
11739	74899	563086
11740	74906	563082
11741	74912	563077
11742	74919	563072
11743	74925	563066
11744	74932	563060
11745	74938	563054
11746	74945	563052
11747	74952	563047
11748	74958	563042
11749	74965	563035
11750	74971	563030
11751	74978	563029
11752	74985	563024
11753	74991	563017
11754	74998	563012
11755	75004	563005
11756	75010	562999
11757	75017	562994
11758	75023	562989
11759	75030	562983
11760	75036	562977
11761	75043	562972
11762	75049	562961
11763	75055	562957
11764	75062	562952
11765	75069	562949
11766	75075	562945
11767	75082	562941
11768	75089	562937
11769	75095	562930
11770	75102	562924
11771	75108	562920
11772	75115	562917
11773	75122	562914
11774	75129	562910
11775	75135	562903
11776	75141	562893
11777	75147	562888
11778	75154	562884
11779	75160	562877
11780	75167	562872
11781	75173	562866
11782	75180	562861
11783	75187	562856
11784	75193	562850
11785	75199	562842
11786	75206	562837
11787	75212	562831
11788	75219	562825
11789	75225	562820
11790	75232	562814
11791	75238	562804
11792	75244	562798
11793	75251	562793
11794	75257	562787
11795	75263	562781
11796	75270	562775
11797	75276	562769
11798	75282	562761
11799	75289	562756
11800	75295	562748
11801	75301	562741
11802	75308	562734
11803	75314	562728
11804	75321	562723
11805	75327	562716
11806	75334	562712
11807	75340	562708
11808	75347	562703
11809	75353	562697
11810	75360	562691
11811	75366	562685
11812	75373	562682
11813	75380	562677
11814	75386	562673
11815	75393	562669
11816	75400	562664
11817	75406	562659
11818	75413	562653
11819	75419	562647
11820	75426	562644
11821	75432	562639
11822	75439	562633
11823	75445	562625
11824	75451	562618
11825	75458	562610
11826	75464	562604
11827	75470	562598
11828	75477	562592
11829	75483	562588
11830	75490	562586
11831	75497	562583
11832	75504	562578
11833	75510	562571
11834	75517	562565
11835	75523	562560
11836	75530	562554
11837	75536	562550
11838	75543	562544
11839	75549	562537
11840	75555	562531
11841	75562	562526
11842	75569	562521
11843	75575	562516
11844	75581	562509
11845	75588	562503
11846	75594	562497
11847	75601	562492
11848	75608	562488
11849	75614	562482
11850	75620	562476
11851	75627	562467
11852	75633	562463
11853	75639	562454
11854	75646	562449
11855	75652	562443
11856	75659	562436
11857	75665	562432
11858	75672	562427
11859	75678	562422
11860	75685	562416
11861	75692	562413
11862	75698	562407
11863	75705	562403
11864	75711	562398
11865	75718	562392
11866	75724	562386
11867	75731	562380
11868	75737	562376
11869	75744	562370
11870	75750	562362
11871	75756	562354
11872	75763	562350
11873	75769	562341
11874	75775	562333
11875	75781	562327
11876	75788	562321
11877	75795	562318
11878	75801	562313
11879	75808	562308
11880	75814	562304
11881	75821	562298
11882	75828	562294
11883	75834	562288
11884	75841	562283
11885	75847	562279
11886	75854	562273
11887	75860	562268
11888	75867	562262
11889	75874	562259
11890	75880	562253
11891	75886	562247
11892	75893	562242
11893	75900	562238
11894	75906	562234
11895	75913	562229
11896	75919	562222
11897	75926	562216
11898	75932	562209
11899	75938	562202
11900	75945	562196
11901	75951	562189
11902	75957	562182
11903	75964	562177
11904	75971	562173
11905	75977	562166
11906	75983	562159
11907	75990	562154
11908	75996	562149
11909	76003	562144
11910	76009	562137
11911	76016	562132
11912	76022	562126
11913	76029	562120
11914	76035	562114
11915	76042	562110
11916	76048	562102
11917	76055	562098
11918	76061	562091
11919	76067	562086
11920	76074	562078
11921	76081	562075
11922	76087	562070
11923	76093	562062
11924	76100	562056
11925	76106	562048
11926	76113	562045
11927	76119	562040
11928	76126	562035
11929	76132	562029
11930	76139	562022
11931	76145	562018
11932	76152	562012
11933	76159	562009
11934	76165	562005
11935	76172	562000
11936	76179	561997
11937	76185	561992
11938	76192	561986
11939	76198	561981
11940	76205	561977
11941	76211	561972
11942	76218	561966
11943	76224	561961
11944	76230	561952
11945	76237	561944
11946	76243	561939
11947	76250	561932
11948	76256	561928
11949	76263	561922
11950	76269	561918
11951	76276	561913
11952	76282	561908
11953	76289	561902
11954	76295	561896
11955	76302	561892
11956	76308	561885
11957	76315	561881
11958	76321	561874
11959	76328	561870
11960	76335	561864
11961	76341	561859
11962	76347	561853
11963	76354	561844
11964	76360	561841
11965	76366	561832
11966	76373	561826
11967	76379	561820
11968	76386	561815
11969	76392	561807
11970	76399	561803
11971	76405	561797
11972	76411	561789
11973	76418	561781
11974	76424	561775
11975	76431	561770
11976	76437	561765
11977	76444	561761
11978	76451	561758
11979	76457	561748
11980	76463	561741
11981	76469	561735
11982	76476	561729
11983	76482	561722
11984	76488	561715
11985	76495	561709
11986	76501	561703
11987	76508	561701
11988	76515	561696
11989	76521	561691
11990	76528	561684
11991	76534	561677
11992	76540	561671
11993	76547	561666
11994	76553	561659
11995	76560	561653
11996	76566	561648
11997	76572	561638
11998	76579	561633
11999	76585	561629
12000	76592	561624
12001	76599	561620
12002	76605	561616
12003	76612	561611
12004	76618	561604
12005	76625	561599
12006	76631	561593
12007	76638	561588
12008	76645	561584
12009	76651	561579
12010	76657	561571
12011	76664	561564
12012	76670	561556
12013	76676	561551
12014	76683	561547
12015	76689	561540
12016	76696	561536
12017	76702	561530
12018	76709	561523
12019	76715	561519
12020	76722	561513
12021	76728	561505
12022	76735	561500
12023	76741	561496
12024	76748	561492
12025	76754	561486
12026	76761	561479
12027	76767	561474
12028	76774	561466
12029	76780	561462
12030	76787	561457
12031	76793	561451
12032	76800	561446
12033	76806	561442
12034	76813	561436
12035	76820	561432
12036	76826	561424
12037	76832	561418
12038	76839	561415
12039	76845	561409
12040	76851	561400
12041	76858	561392
12042	76864	561386
12043	76871	561380
12044	76877	561374
12045	76884	561370
12046	76890	561364
12047	76896	561356
12048	76903	561351
12049	76909	561345
12050	76916	561341
12051	76923	561338
12052	76930	561335
12053	76936	561328
12054	76943	561325
12055	76949	561318
12056	76956	561314
12057	76963	561310
12058	76969	561304
12059	76976	561301
12060	76982	561294
12061	76989	561288
12062	76995	561284
12063	77002	561280
12064	77008	561275
12065	77015	561267
12066	77021	561263
12067	77028	561258
12068	77035	561253
12069	77041	561248
12070	77048	561242
12071	77054	561236
12072	77060	561229
12073	77067	561223
12074	77073	561218
12075	77080	561214
12076	77087	561210
12077	77093	561203
12078	77100	561200
12079	77106	561195
12080	77113	561190
12081	77119	561184
12082	77126	561177
12083	77132	561172
12084	77138	561163
12085	77145	561157
12086	77151	561151
12087	77157	561144
12088	77164	561136
12089	77170	561131
12090	77177	561124
12091	77183	561118
12092	77189	561112
12093	77196	561108
12094	77203	561102
12095	77209	561098
12096	77216	561093
12097	77222	561088
12098	77229	561082
12099	77235	561076
12100	77242	561072
12101	77248	561065
12102	77255	561059
12103	77261	561054
12104	77268	561048
12105	77274	561042
12106	77280	561033
12107	77286	561026
12108	77293	561020
12109	77300	561016
12110	77306	561008
12111	77312	561002
12112	77319	560999
12113	77325	560992
12114	77332	560986
12115	77338	560978
12116	77344	560972
12117	77351	560964
12118	77357	560959
12119	77363	560949
12120	77370	560945
12121	77376	560940
12122	77382	560931
12123	77389	560923
12124	77395	560918
12125	77402	560912
12126	77408	560904
12127	77414	560898
12128	77421	560892
12129	77427	560887
12130	77434	560881
12131	77440	560875
12132	77446	560867
12133	77453	560863
12134	77459	560858
12135	77466	560854
12136	77472	560847
12137	77479	560840
12138	77485	560835
12139	77491	560827
12140	77498	560821
12141	77504	560815
12142	77511	560811
12143	77518	560806
12144	77524	560799
12145	77531	560794
12146	77537	560788
12147	77543	560782
12148	77550	560777
12149	77556	560771
12150	77563	560766
12151	77570	560762
12152	77576	560757
12153	77583	560750
12154	77589	560745
12155	77596	560738
12156	77602	560732
12157	77608	560724
12158	77614	560718
12159	77621	560712
12160	77627	560707
12161	77634	560700
12162	77640	560694
12163	77647	560690
12164	77654	560686
12165	77660	560677
12166	77666	560669
12167	77672	560664
12168	77679	560658
12169	77685	560653
12170	77692	560648
12171	77699	560644
12172	77705	560640
12173	77712	560636
12174	77718	560628
12175	77725	560622
12176	77731	560618
12177	77738	560613
12178	77744	560607
12179	77751	560602
12180	77757	560596
12181	77764	560591
12182	77770	560584
12183	77777	560580
12184	77783	560574
12185	77790	560568
12186	77796	560562
12187	77803	560557
12188	77810	560553
12189	77817	560552
12190	77823	560547
12191	77830	560542
12192	77836	560536
12193	77843	560532
12194	77849	560525
12195	77856	560519
12196	77862	560512
12197	77868	560505
12198	77875	560500
12199	77881	560492
12200	77888	560486
12201	77894	560479
12202	77900	560474
12203	77907	560466
12204	77913	560460
12205	77920	560455
12206	77926	560449
12207	77933	560445
12208	77939	560437
12209	77945	560429
12210	77951	560422
12211	77958	560418
12212	77965	560412
12213	77971	560405
12214	77977	560396
12215	77983	560390
12216	77990	560384
12217	77997	560380
12218	78003	560376
12219	78010	560371
12220	78016	560365
12221	78022	560355
12222	78029	560350
12223	78035	560345
12224	78042	560338
12225	78048	560332
12226	78054	560324
12227	78061	560318
12228	78067	560313
12229	78074	560307
12230	78080	560298
12231	78086	560292
12232	78093	560288
12233	78099	560283
12234	78106	560277
12235	78112	560270
12236	78118	560262
12237	78125	560259
12238	78131	560251
12239	78138	560248
12240	78145	560243
12241	78151	560236
12242	78157	560228
12243	78164	560224
12244	78170	560217
12245	78177	560211
12246	78183	560204
12247	78189	560199
12248	78196	560193
12249	78202	560187
12250	78209	560183
12251	78215	560175
12252	78222	560169
12253	78228	560164
12254	78235	560160
12255	78242	560155
12256	78248	560152
12257	78255	560147
12258	78261	560141
12259	78268	560135
12260	78274	560131
12261	78281	560124
12262	78287	560116
12263	78294	560111
12264	78300	560104
12265	78306	560099
12266	78313	560094
12267	78319	560087
12268	78326	560084
12269	78333	560078
12270	78339	560074
12271	78346	560069
12272	78352	560062
12273	78359	560056
12274	78365	560050
12275	78371	560042
12276	78378	560039
12277	78385	560034
12278	78391	560029
12279	78398	560023
12280	78404	560019
12281	78411	560013
12282	78417	560006
12283	78424	560001
12284	78430	559995
12285	78437	559990
12286	78443	559984
12287	78450	559980
12288	78456	559973
12289	78463	559969
12290	78469	559963
12291	78476	559960
12292	78483	559954
12293	78490	559951
12294	78496	559944
12295	78503	559940
12296	78509	559934
12297	78515	559928
12298	78522	559922
12299	78529	559919
12300	78535	559913
12301	78542	559908
12302	78548	559904
12303	78555	559898
12304	78562	559894
12305	78568	559889
12306	78575	559885
12307	78581	559878
12308	78588	559875
12309	78595	559870
12310	78601	559866
12311	78608	559861
12312	78614	559856
12313	78621	559850
12314	78627	559841
12315	78633	559834
12316	78639	559825
12317	78646	559819
12318	78652	559813
12319	78659	559807
12320	78665	559802
12321	78672	559799
12322	78678	559792
12323	78685	559786
12324	78691	559780
12325	78698	559774
12326	78704	559769
12327	78711	559766
12328	78717	559759
12329	78724	559753
12330	78730	559747
12331	78737	559744
12332	78743	559737
12333	78750	559733
12334	78757	559728
12335	78763	559721
12336	78770	559717
12337	78777	559714
12338	78782	559704
12339	78789	559700
12340	78796	559695
12341	78802	559690
12342	78809	559684
12343	78815	559680
12344	78822	559673
12345	78828	559668
12346	78835	559661
12347	78841	559655
12348	78848	559652
12349	78854	559646
12350	78861	559642
12351	78868	559638
12352	78874	559631
12353	78881	559627
12354	78887	559622
12355	78894	559618
12356	78901	559614
12357	78907	559608
12358	78914	559603
12359	78920	559596
12360	78927	559592
12361	78933	559587
12362	78940	559582
12363	78946	559574
12364	78953	559568
12365	78960	559565
12366	78966	559560
12367	78973	559557
12368	78980	559554
12369	78987	559550
12370	78993	559544
12371	79000	559539
12372	79006	559533
12373	79013	559529
12374	79019	559522
12375	79026	559519
12376	79032	559513
12377	79039	559508
12378	79045	559500
12379	79051	559492
12380	79058	559488
12381	79065	559483
12382	79071	559478
12383	79078	559472
12384	79084	559467
12385	79091	559460
12386	79097	559453
12387	79103	559445
12388	79109	559438
12389	79116	559434
12390	79122	559427
12391	79129	559422
12392	79135	559414
12393	79141	559407
12394	79148	559401
12395	79155	559397
12396	79161	559392
12397	79168	559387
12398	79174	559379
12399	79181	559375
12400	79187	559370
12401	79194	559365
12402	79200	559359
12403	79206	559352
12404	79213	559346
12405	79219	559340
12406	79226	559336
12407	79233	559331
12408	79239	559325
12409	79245	559319
12410	79252	559314
12411	79259	559309
12412	79265	559302
12413	79271	559297
12414	79278	559292
12415	79285	559287
12416	79291	559283
12417	79298	559276
12418	79304	559269
12419	79311	559264
12420	79317	559256
12421	79323	559247
12422	79329	559241
12423	79336	559237
12424	79343	559233
12425	79349	559226
12426	79355	559219
12427	79361	559211
12428	79368	559204
12429	79374	559199
12430	79381	559195
12431	79388	559191
12432	79394	559185
12433	79401	559180
12434	79408	559177
12435	79414	559169
12436	79420	559165
12437	79427	559159
12438	79433	559151
12439	79440	559145
12440	79446	559137
12441	79452	559131
12442	79459	559126
12443	79465	559120
12444	79472	559115
12445	79478	559110
12446	79485	559104
12447	79492	559100
12448	79498	559095
12449	79504	559088
12450	79511	559081
12451	79517	559075
12452	79524	559071
12453	79530	559066
