iter	RMSE
182	0.1702714186
183	0.1698617748
184	0.1694742046
185	0.1690931704
186	0.16871613
187	0.1683432081
188	0.167959541
189	0.1675790492
190	0.1671996425
191	0.1668475221
192	0.1664938649
193	0.1661323424
194	0.165785941
195	0.1654381168
196	0.1650879516
197	0.1647323602
198	0.1643958437
199	0.1640599432
200	0.1637197501
201	0.1633973166
202	0.1630685902
203	0.1627416413
204	0.1624105301
205	0.1620834154
206	0.1617778266
207	0.1614657598
208	0.1611490187
209	0.1608428143
210	0.1605361015
211	0.1602309836
212	0.1599362037
213	0.1596318468
214	0.1593305406
215	0.1590437581
216	0.1587554192
217	0.158471264
218	0.1581710435
219	0.1578778301
220	0.1575965462
221	0.1573338895
222	0.157050869
223	0.1567670443
224	0.1564918137
225	0.1562382671
226	0.1559647234
227	0.1557049305
228	0.1554566749
229	0.1551875118
230	0.154930134
231	0.1546677171
232	0.1544199738
233	0.1541747643
234	0.1539504789
235	0.1536894828
236	0.1534420768
237	0.1532000648
238	0.1529643513
239	0.1527206221
240	0.1524882071
241	0.1522400799
242	0.1520040136
243	0.1517824137
244	0.1515575474
245	0.1513209094
246	0.1511045891
247	0.1508775396
248	0.1506692317
249	0.1504623941
250	0.1502458367
251	0.1500205526
252	0.1497879157
253	0.1495727367
254	0.1493668667
255	0.1491423025
256	0.1489213787
257	0.1487039248
258	0.1484917966
259	0.1482866199
260	0.1480893611
261	0.1478751192
262	0.1476646793
263	0.1474593166
264	0.1472655626
265	0.1470773991
266	0.1468770454
267	0.1466748448
268	0.1464810303
269	0.1462873861
270	0.1461066978
271	0.1459259998
272	0.1457462624
273	0.1455590138
274	0.1453755284
275	0.1451857699
276	0.145020042
277	0.144838186
278	0.1446626866
279	0.1444904805
280	0.1443119371
281	0.1441248957
282	0.1439559698
283	0.1437952623
284	0.1436173829
285	0.1434420107
286	0.1432760582
287	0.1431254381
288	0.1429656964
289	0.1427950772
290	0.1426312065
291	0.1424715988
292	0.142328698
293	0.1421701786
294	0.1420149096
295	0.1418466575
296	0.1416852475
297	0.1415345956
298	0.1413662812
299	0.1412135135
300	0.1410596947
301	0.1409145617
302	0.1407596642
303	0.1405994746
304	0.1404625259
305	0.1403294251
306	0.1401999047
307	0.1400477975
308	0.1398773529
309	0.13973373
310	0.1395780566
311	0.1394343432
312	0.1392994254
313	0.1391422249
314	0.1389842348
315	0.1388596264
316	0.1387243561
317	0.1385786054
318	0.1384474846
319	0.1383083048
320	0.13816101
321	0.1380297251
322	0.1379127848
323	0.1377744879
324	0.1376581565
325	0.1375404083
326	0.1373960158
327	0.1372606304
328	0.1371258896
329	0.1370186258
330	0.1368999536
331	0.1367724188
332	0.1366599767
333	0.1365471243
334	0.13642429
335	0.1363061379
336	0.1361844941
337	0.1360713749
338	0.1359668206
339	0.1358436021
340	0.1357262229
341	0.1356008216
342	0.1354948349
343	0.135389342
344	0.1352804063
345	0.1351700671
346	0.1350394401
347	0.1349154068
348	0.1348097822
349	0.1346979754
350	0.134583813
351	0.1344797215
352	0.1343665682
353	0.1342462044
354	0.1341367672
355	0.1340319207
356	0.1339188879
357	0.1338029196
358	0.1337056759
359	0.1335874768
360	0.1334752376
361	0.1333884222
362	0.1332725847
363	0.1331795399
364	0.1330857782
365	0.1329957079
366	0.132904271
367	0.1328080546
368	0.1327173709
369	0.132633788
370	0.1325402948
371	0.1324366934
372	0.1323279037
373	0.1322208748
374	0.132131771
375	0.1320223029
376	0.1319388977
377	0.1318487414
378	0.13175612
379	0.1316668533
380	0.1315695013
381	0.1314662502
382	0.1313627462
383	0.1312643226
384	0.1311883915
385	0.1310951844
386	0.1309943279
387	0.1309118583
388	0.1308243565
389	0.130726762
390	0.1306461025
391	0.1305524285
392	0.1304563597
393	0.1303775226
394	0.1302976057
395	0.1302136888
396	0.1301308045
397	0.130040302
398	0.1299499635
399	0.1298749006
400	0.1297876222
401	0.129687642
402	0.1296067374
403	0.129521261
404	0.1294436439
405	0.1293603065
406	0.1292804252
407	0.1292005347
408	0.1291046359
409	0.129025262
410	0.1289573171
411	0.1288707974
412	0.1287970927
413	0.1287196387
414	0.1286430891
415	0.1285637204
416	0.1284940866
417	0.1284257864
418	0.1283594775
419	0.1282771063
420	0.1281860396
421	0.1281063606
422	0.1280454831
423	0.1279770316
424	0.127895764
425	0.1278216939
426	0.1277382899
427	0.1276593917
428	0.1275957103
429	0.1275149277
430	0.1274435159
431	0.1273687945
432	0.1272915893
433	0.1272020337
434	0.1271255939
435	0.1270531643
436	0.1269741137
437	0.1268937148
438	0.1268151257
439	0.1267414372
440	0.1266791846
441	0.1266174907
442	0.1265642602
443	0.1264949934
444	0.1264256681
445	0.1263565108
446	0.1262923442
447	0.1262242342
448	0.1261478002
449	0.1260699161
450	0.1260000333
451	0.1259292988
452	0.1258453231
453	0.1257880207
454	0.1257160904
455	0.1256421163
456	0.1255769215
457	0.1255172225
458	0.1254463195
459	0.125380234
460	0.1253066156
461	0.1252481455
462	0.1251791415
463	0.1251232398
464	0.1250656621
465	0.1250025125
466	0.1249511908
467	0.1248772986
468	0.1248127191
469	0.1247410609
470	0.1246763343
471	0.1246138438
472	0.1245512314
473	0.1244843013
474	0.1244242943
475	0.124360526
476	0.1242996008
477	0.1242314318
478	0.12417896
479	0.1241236982
480	0.1240745792
481	0.1240025785
482	0.1239426812
483	0.1238792323
484	0.1238213353
485	0.1237713323
486	0.1237146612
487	0.1236625665
488	0.1236041329
489	0.1235400045
490	0.1234686476
491	0.1234035349
492	0.1233461673
493	0.1232835162
494	0.123216313
495	0.1231616266
496	0.1230931445
497	0.1230374303
498	0.1229796379
499	0.1229193269
500	0.1228720495
501	0.1228184177
502	0.1227553843
503	0.1226999904
504	0.1226412184
505	0.1225791484
506	0.1224994132
507	0.122433041
508	0.1223722407
509	0.1223141554
510	0.1222531967
511	0.1222067691
512	0.1221321541
513	0.1220801161
514	0.1220252689
515	0.121970838
516	0.1219200903
517	0.1218598743
518	0.1218087242
519	0.1217570468
520	0.1217084625
521	0.1216518503
522	0.1215930426
523	0.1215307656
524	0.1214876326
525	0.1214378547
526	0.1213930806
527	0.1213352701
528	0.1212725961
529	0.1212144347
530	0.121157033
531	0.1211149131
532	0.121072886
533	0.1210258335
534	0.1209768122
535	0.1209127541
536	0.1208583534
537	0.1207960639
538	0.1207450452
539	0.1206908996
540	0.1206302354
541	0.1205912769
542	0.1205172851
543	0.1204797626
544	0.120419201
545	0.1203707723
546	0.120310419
547	0.1202658925
548	0.1202131946
549	0.1201578237
550	0.1201007262
551	0.1200305845
552	0.1199868435
553	0.1199356542
554	0.1198913793
555	0.1198395085
556	0.1197920006
557	0.1197452419
558	0.1196892522
559	0.1196442335
560	0.119600616
561	0.1195548782
562	0.1195082698
563	0.1194624095
564	0.1194095168
565	0.1193665077
566	0.1193303138
567	0.119282894
568	0.1192398865
569	0.1191812864
570	0.1191445301
571	0.1190985006
572	0.1190517682
573	0.119000122
574	0.1189488144
575	0.1189087578
576	0.1188636697
577	0.1188070346
578	0.1187538939
579	0.1187043655
580	0.118647285
581	0.1186093649
582	0.118551763
583	0.1185159169
584	0.1184605876
585	0.1184143215
586	0.1183773821
587	0.1183321026
588	0.118284422
589	0.118250828
590	0.1181911796
591	0.1181449108
592	0.1180826337
593	0.118035852
594	0.117978165
595	0.117930893
596	0.1178866674
597	0.1178502435
598	0.1177968479
599	0.1177464933
600	0.1176974071
601	0.1176352435
602	0.1175937102
603	0.1175482949
604	0.117500071
605	0.1174446768
606	0.117392464
607	0.1173551734
608	0.1173156227
609	0.1172778046
610	0.1172064992
611	0.1171672427
612	0.1171146135
613	0.1170590925
614	0.1170101777
615	0.1169526747
616	0.1169009805
617	0.1168502807
618	0.1168154721
619	0.1167703634
620	0.1167216955
621	0.1166771416
622	0.1166072656
623	0.1165590916
624	0.116520745
625	0.116471835
626	0.1164153703
627	0.1163712993
628	0.1163252687
629	0.1162825476
630	0.1162450129
631	0.1162016724
632	0.116152206
633	0.1160953131
634	0.1160379025
635	0.1159975774
636	0.1159568903
637	0.115915725
638	0.115861479
639	0.1158097248
640	0.1157702082
641	0.1157185519
642	0.1156816591
643	0.1156343337
644	0.1155976054
645	0.11555793
646	0.1155182447
647	0.1154796352
648	0.1154460366
649	0.1154050987
650	0.1153702001
651	0.1153360092
652	0.1152877705
653	0.1152601868
654	0.1152145972
655	0.115171852
656	0.115130892
657	0.1150898232
658	0.1150410288
659	0.114997525
660	0.1149506576
661	0.1149096905
662	0.1148712049
663	0.1148251888
664	0.1147868714
665	0.114754548
666	0.1147163281
667	0.114669985
668	0.1146412083
669	0.1145887175
670	0.1145469014
671	0.1145106767
672	0.1144657321
673	0.1144317335
674	0.1143932047
675	0.1143524589
676	0.1143271462
677	0.1142810401
678	0.1142467246
679	0.1142010114
680	0.1141695443
681	0.1141325841
682	0.1141046869
683	0.1140540334
684	0.1140160275
685	0.1139777578
686	0.1139334521
687	0.113900182
688	0.1138505082
689	0.1137969664
690	0.1137567469
691	0.1137254162
692	0.1136847745
693	0.1136530652
694	0.1136143792
695	0.1135628653
696	0.1135192842
697	0.1134800404
698	0.1134499983
699	0.1133995917
700	0.1133617491
701	0.1133255705
702	0.1132963681
703	0.1132654348
704	0.1132373584
705	0.1132062212
706	0.1131587192
707	0.1131116766
708	0.1130755292
709	0.1130414809
710	0.1130085354
711	0.1129666374
712	0.1129255076
713	0.1128941383
714	0.1128597969
715	0.1128286862
716	0.1127899906
717	0.1127515394
718	0.1127201679
719	0.1126886837
720	0.1126464858
721	0.1126146305
722	0.1125808165
723	0.1125335786
724	0.1124912916
725	0.1124517276
726	0.1124188178
727	0.1123733956
728	0.112337335
729	0.112301568
730	0.1122712453
731	0.1122320985
732	0.1121965067
733	0.112163638
734	0.1121281173
735	0.112090217
736	0.1120617456
737	0.1120340607
738	0.1119941841
739	0.1119484037
740	0.1119252022
741	0.1118796494
742	0.1118492434
743	0.1118137858
744	0.1117789495
745	0.1117408065
746	0.1117030893
747	0.1116593806
748	0.1116111658
749	0.1115784046
750	0.1115413869
751	0.1115195906
752	0.1114793782
753	0.1114525217
754	0.1114285318
755	0.1113996382
756	0.1113696698
757	0.1113335218
758	0.1112965357
759	0.111258317
760	0.1112239659
761	0.1111915314
762	0.1111672979
763	0.1111360529
764	0.1111063805
765	0.111070756
766	0.1110395113
767	0.1110039162
768	0.1109590329
769	0.1109175536
770	0.1108749437
771	0.1108449039
772	0.1108100801
773	0.1107826111
774	0.1107484962
775	0.110712502
776	0.1106900329
777	0.1106653015
778	0.1106371456
779	0.1106121278
780	0.1105920468
781	0.1105564096
782	0.1105331004
783	0.1104937735
784	0.1104612464
785	0.1104357881
786	0.110389994
787	0.1103554158
788	0.1103249397
789	0.1102779982
790	0.1102480003
791	0.1102147276
792	0.1101838819
793	0.1101628958
794	0.1101300386
795	0.110099961
796	0.1100583235
797	0.1100309269
798	0.1100014138
799	0.1099776872
800	0.1099431766
801	0.1099118284
802	0.1098852322
803	0.1098592812
804	0.1098368627
805	0.1098030901
806	0.1097670506
807	0.1097416684
808	0.1097164346
809	0.109684812
810	0.1096525552
811	0.1096320649
812	0.1096027333
813	0.1095617778
814	0.1095242133
815	0.1094941991
816	0.1094639072
817	0.1094374202
818	0.1094110339
819	0.1093769235
820	0.1093404063
821	0.109300182
822	0.109273179
823	0.1092425042
824	0.1092222865
825	0.1091924038
826	0.1091644125
827	0.1091405595
828	0.1090974783
829	0.1090636716
830	0.1090298902
831	0.1089964885
832	0.1089529003
833	0.1089238797
834	0.1088965244
835	0.1088782345
836	0.1088533904
837	0.1088296606
838	0.1087911933
839	0.1087720881
840	0.1087482728
841	0.1087077017
842	0.1086810144
843	0.1086486552
844	0.1086198968
845	0.1085981372
846	0.1085760456
847	0.1085434673
848	0.1085097998
849	0.1084801288
850	0.1084566213
851	0.1084159611
852	0.1083814255
853	0.10835244
854	0.1083233786
855	0.1082960078
856	0.1082724243
857	0.1082402796
858	0.108211597
859	0.1081926822
860	0.1081734914
861	0.1081440129
862	0.1081223541
863	0.108100073
864	0.1080724851
865	0.1080474556
866	0.1080098945
867	0.1079763741
868	0.1079389249
869	0.1079182942
870	0.1078820633
871	0.1078535388
872	0.1078273281
873	0.1078021693
874	0.1077694737
875	0.1077455696
876	0.1077221072
877	0.107695788
878	0.1076668596
879	0.1076440006
880	0.1076205886
881	0.1075863743
882	0.1075538754
883	0.1075231942
884	0.1074910837
885	0.1074669684
886	0.1074381399
887	0.1074155513
888	0.1073934628
889	0.1073718789
890	0.1073354595
891	0.1073066644
892	0.1072682939
893	0.1072445977
894	0.1072132656
895	0.1071875053
896	0.1071616741
897	0.1071405941
898	0.1071195383
899	0.1070936583
900	0.1070720626
901	0.1070319544
902	0.1070071883
903	0.1069838316
904	0.1069576714
905	0.1069399221
906	0.1069202751
907	0.106886275
908	0.1068623276
909	0.1068389798
910	0.1068128978
911	0.1067792128
912	0.1067487397
913	0.1067204732
914	0.1066983832
915	0.1066753777
916	0.1066394608
917	0.1066176713
918	0.1065921945
919	0.1065660805
920	0.1065429773
921	0.1065182481
922	0.1064914358
923	0.10646381
924	0.1064366661
925	0.1064107219
926	0.1063821046
927	0.1063477244
928	0.1063207222
929	0.1062904646
930	0.1062705139
931	0.1062449252
932	0.1062140007
933	0.1061875119
934	0.10616612
935	0.1061438083
936	0.1061113336
937	0.106094747
938	0.1060721095
939	0.1060447058
940	0.1060239152
941	0.106007319
942	0.105980537
943	0.1059538589
944	0.1059246186
945	0.1058958167
946	0.1058736242
947	0.1058450626
948	0.1058260896
949	0.10579927
950	0.1057721893
951	0.105744113
952	0.1057303777
953	0.1057036159
954	0.1056821589
955	0.1056620975
956	0.1056418926
957	0.1056153137
958	0.1055948781
959	0.1055718951
960	0.1055484222
961	0.1055250426
962	0.1054972501
963	0.1054721154
964	0.1054523883
965	0.1054285966
966	0.1053957369
967	0.1053677744
968	0.1053420982
969	0.1053110775
970	0.1052903315
971	0.1052721362
972	0.1052527097
973	0.1052279865
974	0.1051936414
975	0.105175083
976	0.1051463646
977	0.105127835
978	0.1051028719
979	0.105074848
980	0.1050525854
981	0.1050180714
982	0.1049859261
983	0.1049649381
984	0.1049386384
985	0.1049056004
986	0.1048795711
987	0.1048555543
988	0.1048329347
989	0.1048127439
990	0.1047907857
991	0.1047741598
992	0.1047492284
993	0.1047268096
994	0.1047011875
995	0.1046749706
996	0.104650911
997	0.1046242835
998	0.104607204
999	0.1045863972
1000	0.104558044
1001	0.1045376631
1002	0.1045101601
1003	0.1044882462
1004	0.1044684331
1005	0.1044447495
1006	0.1044194778
1007	0.1043877507
1008	0.10436116
1009	0.104344819
1010	0.1043264422
1011	0.10429712
1012	0.1042811101
1013	0.1042495281
1014	0.104216792
1015	0.1041998122
1016	0.1041768296
1017	0.1041545208
1018	0.1041347774
1019	0.1041171468
1020	0.1040952378
1021	0.1040774046
1022	0.1040430466
1023	0.1040187115
1024	0.1039999184
1025	0.1039761406
1026	0.1039528206
1027	0.1039307851
1028	0.1039103229
1029	0.103893673
1030	0.103871437
1031	0.1038499941
1032	0.1038240136
1033	0.1038040611
1034	0.1037806522
1035	0.1037503813
1036	0.1037278846
1037	0.1037126735
1038	0.1036854495
1039	0.1036669182
1040	0.1036505724
1041	0.1036322232
1042	0.1036114425
1043	0.1035868092
1044	0.1035692696
1045	0.1035421461
1046	0.1035247289
1047	0.1034971117
1048	0.1034782616
1049	0.103455169
1050	0.1034399891
1051	0.1034183603
1052	0.1033968821
1053	0.1033781018
1054	0.1033542775
1055	0.1033346373
1056	0.1033140529
1057	0.1032890001
1058	0.1032733506
1059	0.1032547789
1060	0.1032369686
1061	0.1032109893
1062	0.1031850202
1063	0.1031706793
1064	0.1031503313
1065	0.1031328353
1066	0.1031112472
1067	0.1030847228
1068	0.1030637938
1069	0.1030379476
1070	0.1030230178
1071	0.1029974141
1072	0.1029757428
1073	0.1029454628
1074	0.1029249818
1075	0.1029120969
1076	0.1028920476
1077	0.1028682879
1078	0.1028466569
1079	0.1028278563
1080	0.1028142419
1081	0.1027925995
1082	0.1027746163
1083	0.1027585254
1084	0.1027376144
1085	0.1027195456
1086	0.1027008231
1087	0.1026798876
1088	0.1026557619
1089	0.1026365417
1090	0.1026227878
1091	0.1026065167
1092	0.1025868475
1093	0.1025691496
1094	0.1025498413
1095	0.1025308128
1096	0.1025142858
1097	0.1024934605
1098	0.102474993
1099	0.1024555399
1100	0.1024424392
1101	0.10242334
1102	0.102398908
1103	0.1023783812
1104	0.1023645842
1105	0.1023391464
1106	0.1023221984
1107	0.1022947061
1108	0.1022792649
1109	0.1022598298
1110	0.1022386216
1111	0.102223834
1112	0.1022093158
1113	0.1021876854
1114	0.1021661608
1115	0.1021408519
1116	0.1021176523
1117	0.1020984073
1118	0.1020758524
1119	0.1020453904
1120	0.1020211954
1121	0.1020000311
1122	0.1019736729
1123	0.1019480949
1124	0.1019303841
1125	0.1019124019
1126	0.1018945486
1127	0.1018752103
1128	0.1018535729
1129	0.1018326677
1130	0.1018139185
1131	0.1017984598
1132	0.1017805311
1133	0.1017695473
1134	0.1017514941
1135	0.1017340815
1136	0.1017172716
1137	0.1016983817
1138	0.1016779353
1139	0.1016587478
1140	0.101642365
1141	0.1016186716
1142	0.1015948788
1143	0.1015743304
1144	0.1015542221
1145	0.1015326103
1146	0.1015128954
1147	0.1014880049
1148	0.1014693587
1149	0.1014476176
1150	0.1014291906
1151	0.1014152602
1152	0.1013966904
1153	0.1013749679
1154	0.1013479334
1155	0.1013324293
1156	0.1013132064
1157	0.1012959584
1158	0.101278626
1159	0.1012582148
1160	0.1012402675
1161	0.10121363
1162	0.1011949589
1163	0.1011808934
1164	0.1011518257
1165	0.1011289912
1166	0.1011075844
1167	0.1010883703
1168	0.101069998
1169	0.1010558077
1170	0.1010314444
1171	0.1010118335
1172	0.1009902129
1173	0.1009747785
1174	0.1009588819
1175	0.1009445385
1176	0.1009272919
1177	0.1009111859
1178	0.100894097
1179	0.1008776373
1180	0.1008619061
1181	0.1008402705
1182	0.1008189961
1183	0.1008000325
1184	0.1007775702
1185	0.1007537423
1186	0.1007325013
1187	0.1007160583
1188	0.1006979584
1189	0.1006855166
1190	0.1006632269
1191	0.1006472682
1192	0.1006287594
1193	0.1006138645
1194	0.1005931373
1195	0.1005773184
1196	0.1005603841
1197	0.1005408238
1198	0.1005188386
1199	0.100501614
1200	0.1004878269
1201	0.1004600312
1202	0.1004422134
1203	0.100421913
1204	0.1004056826
1205	0.1003872891
1206	0.1003711915
1207	0.1003533233
1208	0.1003360054
1209	0.1003197741
1210	0.1003027877
1211	0.1002868712
1212	0.1002713933
1213	0.1002506126
1214	0.1002346791
1215	0.1002084799
1216	0.1001898683
1217	0.100177437
1218	0.1001573731
1219	0.1001379896
1220	0.1001232946
1221	0.1001053692
1222	0.1000845974
1223	0.1000671072
1224	0.1000520897
1225	0.1000313718
1226	0.100006529
1227	0.09998906858
1228	0.0999730934
1229	0.09995545353
1230	0.09993971604
1231	0.09992657643
1232	0.09991170709
1233	0.09989738267
1234	0.09988531887
1235	0.09986843232
1236	0.09985296784
1237	0.09983488527
1238	0.09981679073
1239	0.09980151819
1240	0.09977944842
1241	0.09975793472
1242	0.09974210518
1243	0.09972806089
1244	0.09970932049
1245	0.0996893016
1246	0.09967064096
1247	0.09965367449
1248	0.09963292604
1249	0.0996119773
1250	0.09959575435
1251	0.09957552531
1252	0.09955830299
1253	0.09954058961
1254	0.09951938169
1255	0.09949954694
1256	0.09948078529
1257	0.09946134409
1258	0.09943728809
1259	0.09941811763
1260	0.09939709743
1261	0.09938373768
1262	0.09936029593
1263	0.09934524577
1264	0.09932483469
1265	0.09931144774
1266	0.09929381264
1267	0.09927616568
1268	0.0992602025
1269	0.09923723426
1270	0.09921909194
1271	0.0992026823
1272	0.09918383388
1273	0.09917064661
1274	0.09915288147
1275	0.09913550259
1276	0.09911886029
1277	0.09910337952
1278	0.09908192917
1279	0.09906141567
1280	0.09904194471
1281	0.09902729736
1282	0.09901243316
1283	0.09899270279
1284	0.0989761329
1285	0.09896007311
1286	0.09894864908
1287	0.09892987942
1288	0.09891342619
1289	0.09889810626
1290	0.0988840386
1291	0.09886242658
1292	0.09884807738
1293	0.0988358065
1294	0.0988143683
1295	0.09880342355
1296	0.09879191993
1297	0.09878028323
1298	0.09876611974
1299	0.09875026739
1300	0.0987344784
1301	0.09872198688
1302	0.0987018073
1303	0.09868555341
1304	0.09866447826
1305	0.09864253669
1306	0.09862768928
1307	0.09860617504
1308	0.09859581433
1309	0.09857641423
1310	0.09856017487
1311	0.09854101426
1312	0.09852969574
1313	0.09851409156
1314	0.09850049754
1315	0.09848579609
1316	0.09847173121
1317	0.09845766432
1318	0.09844345441
1319	0.09843022964
1320	0.09841512981
1321	0.09840410539
1322	0.09839406728
1323	0.09837956599
1324	0.09836815392
1325	0.0983530622
1326	0.09833819756
1327	0.09832695274
1328	0.09831072071
1329	0.09829828126
1330	0.09828339508
1331	0.09827084181
1332	0.09825051658
1333	0.09822592998
1334	0.09821326778
1335	0.09820229579
1336	0.09818464704
1337	0.0981700662
1338	0.09815729073
1339	0.09814388154
1340	0.09813116896
1341	0.09811215449
1342	0.09809988884
1343	0.09808534847
1344	0.0980711775
1345	0.09805474387
1346	0.09804215247
1347	0.09802792216
1348	0.09801329145
1349	0.0980008408
1350	0.09798509928
1351	0.09796861136
1352	0.09794793998
1353	0.09793552531
1354	0.0979177886
1355	0.09790359781
1356	0.09789054384
1357	0.09787878224
1358	0.09786418243
1359	0.09784685397
1360	0.09782718117
1361	0.09780695447
1362	0.09778854679
1363	0.0977771456
1364	0.09776662604
1365	0.09775509361
1366	0.09773761709
1367	0.09772472293
1368	0.09770190876
1369	0.09769184735
1370	0.09767927579
1371	0.09766831487
1372	0.0976551406
1373	0.0976414803
1374	0.09762454332
1375	0.09761130093
1376	0.09759498987
1377	0.09758223691
1378	0.09756335999
1379	0.09754545778
1380	0.09753087479
1381	0.09751580919
1382	0.09749387607
1383	0.09748406907
1384	0.09746928552
1385	0.09745315546
1386	0.09744047297
1387	0.0974207003
1388	0.09740377392
1389	0.09738365081
1390	0.09737033556
1391	0.09735367222
1392	0.09734158284
1393	0.09732358635
1394	0.09730859564
1395	0.09729624207
1396	0.09728311105
1397	0.09727331849
1398	0.09725783833
1399	0.09723943377
1400	0.09722691079
1401	0.09720904479
1402	0.09719339373
1403	0.09718196735
1404	0.0971693075
1405	0.09715666386
1406	0.09714578687
1407	0.09713734252
1408	0.09712102779
1409	0.09710423233
1410	0.09708374777
1411	0.09706864405
1412	0.0970508696
1413	0.09703940409
1414	0.09702909068
1415	0.09701451056
1416	0.09699487467
1417	0.09697409413
1418	0.09695735823
1419	0.0969451881
1420	0.09693223329
1421	0.09691426821
1422	0.09690123316
1423	0.0968849727
1424	0.09686141885
1425	0.09685270785
1426	0.09684146524
1427	0.09681681653
1428	0.09680327095
1429	0.0967913369
1430	0.09677778328
1431	0.09676540677
1432	0.09675557077
1433	0.09673348769
1434	0.09672276942
1435	0.09671013019
1436	0.09669008255
1437	0.09667577886
1438	0.09666499136
1439	0.09665238497
1440	0.09663936397
1441	0.09662506624
1442	0.09661773923
1443	0.09660667134
1444	0.09659213075
1445	0.09658039968
1446	0.09656856387
1447	0.09655590895
1448	0.09654504965
1449	0.09653125922
1450	0.09651698142
1451	0.09650288132
1452	0.09648794744
1453	0.09647257508
1454	0.09645774444
1455	0.09644304645
1456	0.09642590347
1457	0.09641501153
1458	0.09640005503
1459	0.09638915117
1460	0.09637361451
1461	0.09636167678
1462	0.09634751342
1463	0.0963284711
1464	0.09631890574
1465	0.09629983975
1466	0.09628879389
1467	0.09627709344
1468	0.09626877566
1469	0.09625235879
1470	0.09623804412
1471	0.09622599039
1472	0.09621635172
1473	0.09620383986
1474	0.09619155635
1475	0.09617605093
1476	0.0961641428
1477	0.09614752758
1478	0.096129109
1479	0.0961159449
1480	0.09609222061
1481	0.09607703326
1482	0.09606323435
1483	0.09604790693
1484	0.09603122192
1485	0.09602271118
1486	0.09600772972
1487	0.09599476136
1488	0.0959793281
1489	0.09596827247
1490	0.09594816929
1491	0.09593182868
1492	0.09591616368
1493	0.09590388404
1494	0.09588509292
1495	0.09586706736
1496	0.09585553718
1497	0.09584286053
1498	0.0958243019
1499	0.09581086049
1500	0.09580017031
1501	0.09578598733
1502	0.09577827004
1503	0.09576493994
1504	0.09575399094
1505	0.09573896289
1506	0.09572198385
1507	0.09570685559
1508	0.09569167962
1509	0.09567833292
