iter	RMSE
8812	0.06309243911
8813	0.06309030768
8814	0.06308845809
8815	0.06308653968
8816	0.06308511631
8817	0.06308325969
8818	0.06308018583
8819	0.06307815027
8820	0.06307575701
8821	0.06307407206
8822	0.0630718953
8823	0.06306996263
8824	0.06306846323
8825	0.0630668159
8826	0.06306552278
8827	0.06306362087
8828	0.06306220042
8829	0.06306005421
8830	0.0630581143
8831	0.06305553798
8832	0.06305282052
8833	0.06305019927
8834	0.06304874411
8835	0.06304659056
8836	0.06304508716
8837	0.06304360093
8838	0.06304159858
8839	0.06303967187
8840	0.06303844012
8841	0.06303613482
8842	0.06303398772
8843	0.06303135536
8844	0.06302986192
8845	0.06302779719
8846	0.06302574273
8847	0.06302379144
8848	0.06302111735
8849	0.06301877012
8850	0.06301652606
8851	0.06301419586
8852	0.06301235092
8853	0.06301129419
8854	0.06300971421
8855	0.06300836139
8856	0.06300645776
8857	0.06300480537
8858	0.06300353163
8859	0.0630003265
8860	0.06299764109
8861	0.06299586797
8862	0.06299385033
8863	0.06299199447
8864	0.06299038302
8865	0.06298844785
8866	0.06298643342
8867	0.06298313789
8868	0.06298114395
8869	0.06297979741
8870	0.06297754851
8871	0.06297611235
8872	0.06297401142
8873	0.0629721033
8874	0.06296966469
8875	0.06296693663
8876	0.06296476995
8877	0.06296249296
8878	0.06296063272
8879	0.06295892057
8880	0.06295696721
8881	0.06295501034
8882	0.06295217829
8883	0.06295030052
8884	0.06294897399
8885	0.06294736833
8886	0.06294591425
8887	0.06294470134
8888	0.06294300943
8889	0.0629405111
8890	0.06293916713
8891	0.06293701328
8892	0.0629350489
8893	0.06293320164
8894	0.06293116132
8895	0.06292969652
8896	0.06292667375
8897	0.06292485382
8898	0.06292278565
8899	0.06292077602
8900	0.06291829405
8901	0.06291664969
8902	0.0629143813
8903	0.06291353666
8904	0.06291147501
8905	0.06290976497
8906	0.06290742393
8907	0.0629053207
8908	0.06290354498
8909	0.06290030372
8910	0.06289875889
8911	0.06289732782
8912	0.06289471043
8913	0.06289292751
8914	0.06289132042
8915	0.06288914424
8916	0.06288738875
8917	0.0628853159
8918	0.0628829498
8919	0.06288133556
8920	0.06287979026
8921	0.06287824148
8922	0.06287695827
8923	0.06287559915
8924	0.06287450907
8925	0.0628723047
8926	0.06287009336
8927	0.06286842359
8928	0.06286674343
8929	0.06286349682
8930	0.06286174752
8931	0.06286052953
8932	0.06285796927
8933	0.06285574362
8934	0.06285386642
8935	0.06285192705
8936	0.0628495873
8937	0.06284797565
8938	0.06284569788
8939	0.06284418622
8940	0.06284242258
8941	0.06284131811
8942	0.06283949226
8943	0.06283714514
8944	0.06283481175
8945	0.06283251969
8946	0.06283088344
8947	0.06282914359
8948	0.06282765225
8949	0.06282556016
8950	0.06282292943
8951	0.06282138615
8952	0.06281938017
8953	0.0628169598
8954	0.06281495714
8955	0.06281266435
8956	0.06281061321
8957	0.0628088797
8958	0.06280718758
8959	0.06280557485
8960	0.06280334389
8961	0.06280167234
8962	0.06279964502
8963	0.06279752782
8964	0.06279619806
8965	0.06279422928
8966	0.06279267839
8967	0.06279029844
8968	0.06278790803
8969	0.06278619116
8970	0.06278448116
8971	0.0627825742
8972	0.06278056698
8973	0.06277826949
8974	0.06277631051
8975	0.06277503558
8976	0.06277356368
8977	0.06277125211
8978	0.06276868821
8979	0.06276674275
8980	0.06276533632
8981	0.06276241277
8982	0.06276046366
8983	0.06275806521
8984	0.06275586712
8985	0.06275414938
8986	0.06275139813
8987	0.06274927585
8988	0.06274698067
8989	0.06274537676
8990	0.06274333033
8991	0.06274203053
8992	0.06273929258
8993	0.06273835916
8994	0.06273606704
8995	0.06273342563
8996	0.06273151711
8997	0.06272983674
8998	0.06272808025
8999	0.06272649314
9000	0.06272385479
9001	0.06272200823
9002	0.06271992299
9003	0.06271886133
9004	0.06271629529
9005	0.06271415107
9006	0.06271138423
9007	0.06270940241
9008	0.06270814688
9009	0.06270618916
9010	0.06270435245
9011	0.06270220783
9012	0.06269944738
9013	0.06269786993
9014	0.06269532378
9015	0.06269373585
9016	0.06269242119
9017	0.06268994747
9018	0.06268845282
9019	0.06268574367
9020	0.06268471603
9021	0.06268299287
9022	0.06268127314
9023	0.0626789201
9024	0.06267702722
9025	0.06267558763
9026	0.06267346971
9027	0.06267020616
9028	0.06266891524
9029	0.06266739585
9030	0.06266528111
9031	0.06266433621
9032	0.06266181293
9033	0.06265963916
9034	0.06265782185
9035	0.06265571718
9036	0.06265431863
9037	0.06265297891
9038	0.06265125143
9039	0.06264930578
9040	0.06264701733
9041	0.06264534507
9042	0.06264331961
9043	0.06264132525
9044	0.06264007527
9045	0.06263850325
9046	0.06263710086
9047	0.06263529676
9048	0.06263370037
9049	0.06263160528
9050	0.0626301404
9051	0.06262774041
9052	0.06262594989
9053	0.06262322765
9054	0.06262067846
9055	0.06261835086
9056	0.06261714892
9057	0.06261500477
9058	0.06261386859
9059	0.06261159269
9060	0.06260973242
9061	0.06260775777
9062	0.06260595975
9063	0.06260418939
9064	0.06260266844
9065	0.06260073861
9066	0.0625989785
9067	0.06259748514
9068	0.06259499035
9069	0.06259312612
9070	0.06259114055
9071	0.06258919304
9072	0.06258700288
9073	0.06258526664
9074	0.0625838492
9075	0.06258145784
9076	0.06257843212
9077	0.06257704918
9078	0.06257516016
9079	0.06257279619
9080	0.06256998151
9081	0.06256762775
9082	0.06256453549
9083	0.06256188338
9084	0.06255978934
9085	0.06255771257
9086	0.06255516072
9087	0.06255416214
9088	0.06255132234
9089	0.06254842
9090	0.06254742825
9091	0.06254574986
9092	0.06254351657
9093	0.06254124505
9094	0.06253873414
9095	0.06253714223
9096	0.06253526241
9097	0.06253330969
9098	0.06253140893
9099	0.06252927572
9100	0.06252804085
9101	0.06252642786
9102	0.06252450608
9103	0.0625225114
9104	0.06252082887
9105	0.06251938221
9106	0.0625175643
9107	0.06251510102
9108	0.06251324829
9109	0.06251116997
9110	0.06250979595
9111	0.06250812003
9112	0.06250543429
9113	0.06250309892
9114	0.06250052402
9115	0.06249856327
9116	0.06249678987
9117	0.06249518648
9118	0.06249402729
9119	0.0624916082
9120	0.0624898103
9121	0.06248797418
9122	0.06248556179
9123	0.06248379844
9124	0.06248141019
9125	0.06247957035
9126	0.06247792832
9127	0.06247523782
9128	0.06247182157
9129	0.06247030087
9130	0.06246691908
9131	0.06246386697
9132	0.06246114114
9133	0.06245933889
9134	0.06245739769
9135	0.06245481743
9136	0.06245328242
9137	0.06245152509
9138	0.06244961838
9139	0.06244746153
9140	0.06244463425
9141	0.06244274817
9142	0.0624408655
9143	0.06243830192
9144	0.06243614121
9145	0.06243506083
9146	0.06243351144
9147	0.06243127413
9148	0.06242975939
9149	0.06242783811
9150	0.06242633718
9151	0.06242488833
9152	0.06242322402
9153	0.06242135119
9154	0.06241985705
9155	0.06241803277
9156	0.06241655245
9157	0.06241498175
9158	0.06241341448
9159	0.06241203832
9160	0.06241045012
9161	0.06240904956
9162	0.06240761074
9163	0.06240576524
9164	0.06240361383
9165	0.06240217141
9166	0.06240001987
9167	0.06239844528
9168	0.0623962519
9169	0.06239440607
9170	0.06239218822
9171	0.06238938276
9172	0.06238734552
9173	0.0623860835
9174	0.06238451899
9175	0.06238253721
9176	0.06238045106
9177	0.06237902549
9178	0.06237708526
9179	0.06237492243
9180	0.06237307597
9181	0.06237122945
9182	0.06236853782
9183	0.06236591214
9184	0.06236368632
9185	0.06236115088
9186	0.06235933183
9187	0.06235721012
9188	0.06235555097
9189	0.06235379785
9190	0.06235177335
9191	0.0623502532
9192	0.06234815553
9193	0.06234646135
9194	0.06234374777
9195	0.06234188647
9196	0.06233963195
9197	0.06233739824
9198	0.06233469122
9199	0.06233249909
9200	0.0623304739
9201	0.06232853216
9202	0.06232697316
9203	0.06232557072
9204	0.06232376456
9205	0.06232228548
9206	0.06232076461
9207	0.06231822742
9208	0.06231599989
9209	0.0623133198
9210	0.06231106773
9211	0.06230884343
9212	0.06230738837
9213	0.06230572789
9214	0.06230452688
9215	0.06230288721
9216	0.06230142505
9217	0.06230016825
9218	0.06229782171
9219	0.06229570139
9220	0.06229455242
9221	0.06229297516
9222	0.06229074673
9223	0.06228884902
9224	0.06228688161
9225	0.06228533202
9226	0.06228381372
9227	0.06228218395
9228	0.0622799238
9229	0.06227859692
9230	0.06227655256
9231	0.06227514551
9232	0.06227320901
9233	0.06227157548
9234	0.06226995236
9235	0.06226835009
9236	0.06226579335
9237	0.06226442785
9238	0.06226344899
9239	0.06226200332
9240	0.06226072483
9241	0.0622590422
9242	0.06225677075
9243	0.06225536673
9244	0.06225269796
9245	0.06225072941
9246	0.06224827647
9247	0.06224565966
9248	0.06224338424
9249	0.06224185796
9250	0.06223984027
9251	0.06223854739
9252	0.06223607306
9253	0.06223467206
9254	0.06223306191
9255	0.0622320024
9256	0.06223040613
9257	0.06222910608
9258	0.06222771189
9259	0.06222584363
9260	0.06222446331
9261	0.06222220106
9262	0.06222080672
9263	0.06221904632
9264	0.06221650498
9265	0.06221416922
9266	0.06221166952
9267	0.06220991235
9268	0.06220726603
9269	0.06220452895
9270	0.06220302263
9271	0.06220125824
9272	0.06219918694
9273	0.06219805362
9274	0.06219679125
9275	0.0621951871
9276	0.06219293773
9277	0.06219147298
9278	0.06219032557
9279	0.06218787722
9280	0.06218542181
9281	0.06218355925
9282	0.06218156409
9283	0.06217945027
9284	0.06217774103
9285	0.06217544219
9286	0.06217373981
9287	0.06217181411
9288	0.06216955692
9289	0.06216754038
9290	0.06216517487
9291	0.06216295233
9292	0.06216136475
9293	0.06215981551
9294	0.06215787194
9295	0.06215650756
9296	0.06215424981
9297	0.06215254336
9298	0.06215085431
9299	0.0621498283
9300	0.06214820548
9301	0.06214551815
9302	0.06214312039
9303	0.06214099479
9304	0.06213892497
9305	0.06213742404
9306	0.06213573109
9307	0.06213398922
9308	0.06213238345
9309	0.06213101153
9310	0.06212874238
9311	0.06212664422
9312	0.06212432255
9313	0.06212189953
9314	0.06212023409
9315	0.06211741985
9316	0.06211475563
9317	0.06211283159
9318	0.06211087606
9319	0.06210827442
9320	0.06210630478
9321	0.06210501261
9322	0.06210323147
9323	0.0621013909
9324	0.06209851642
9325	0.06209669317
9326	0.06209512835
9327	0.06209271119
9328	0.0620903044
9329	0.06208799534
9330	0.06208656654
9331	0.06208438661
9332	0.06208257692
9333	0.06208048768
9334	0.06207829355
9335	0.06207677718
9336	0.06207552982
9337	0.06207453051
9338	0.0620729826
9339	0.06207102232
9340	0.06206838407
9341	0.06206642015
9342	0.06206501183
9343	0.06206315614
9344	0.06206025194
9345	0.06205791031
9346	0.06205593208
9347	0.06205359028
9348	0.06205097225
9349	0.06204953911
9350	0.06204819682
9351	0.06204493185
9352	0.06204364539
9353	0.06204135906
9354	0.06203949568
9355	0.06203745394
9356	0.06203613586
9357	0.06203365345
9358	0.06203161152
9359	0.06202982826
9360	0.06202777921
9361	0.0620252615
9362	0.06202296401
9363	0.0620202083
9364	0.06201825685
9365	0.06201628435
9366	0.06201493085
9367	0.06201290928
9368	0.06201098558
9369	0.06200847069
9370	0.06200651187
9371	0.06200427315
9372	0.06200243664
9373	0.06200072601
9374	0.06199841011
9375	0.06199692677
9376	0.06199431335
9377	0.06199296637
9378	0.06199153888
9379	0.06198954454
9380	0.06198822894
9381	0.06198613302
9382	0.06198403353
9383	0.06198237838
9384	0.0619806532
9385	0.06197893147
9386	0.06197660776
9387	0.06197424896
9388	0.06197324103
9389	0.0619710466
9390	0.06196862459
9391	0.06196617799
9392	0.06196348976
9393	0.06196111997
9394	0.06195997179
9395	0.06195865556
9396	0.06195646412
9397	0.06195454567
9398	0.06195247662
9399	0.06195055104
9400	0.06194879347
9401	0.06194713037
9402	0.06194508208
9403	0.06194341189
9404	0.06194153155
9405	0.06193886677
9406	0.06193754309
9407	0.06193601277
9408	0.06193406217
9409	0.06193262281
9410	0.06193038142
9411	0.06192805939
9412	0.06192618559
9413	0.06192445885
9414	0.06192323293
9415	0.06192138701
9416	0.06192062691
9417	0.06191921877
9418	0.06191724662
9419	0.06191488206
9420	0.06191305341
9421	0.06191073073
9422	0.06190932587
9423	0.06190769325
9424	0.06190629533
9425	0.06190399692
9426	0.06190202078
9427	0.06190070332
9428	0.06189850633
9429	0.06189620062
9430	0.06189368107
9431	0.06189168708
9432	0.06188941266
9433	0.06188737648
9434	0.06188564515
9435	0.06188460072
9436	0.06188218233
9437	0.06188052797
9438	0.06187920304
9439	0.06187761169
9440	0.06187620257
9441	0.06187463568
9442	0.06187180325
9443	0.06186954563
9444	0.06186765253
9445	0.06186531412
9446	0.06186306328
9447	0.06186109285
9448	0.06185987269
9449	0.06185861745
9450	0.06185743581
9451	0.06185511806
9452	0.06185350154
9453	0.0618520533
9454	0.06184963014
9455	0.06184773292
9456	0.06184566029
9457	0.06184321584
9458	0.06184109396
9459	0.06183951917
9460	0.06183768127
9461	0.06183582928
9462	0.06183412457
9463	0.06183182699
9464	0.06183046944
9465	0.06182810507
9466	0.06182618966
9467	0.06182417946
9468	0.06182172012
9469	0.06182021149
9470	0.06181856599
9471	0.0618165766
9472	0.06181453802
9473	0.06181303623
9474	0.06181079401
9475	0.06180909211
9476	0.06180679009
9477	0.06180459326
9478	0.06180321758
9479	0.06180124524
9480	0.06179919913
9481	0.06179701958
9482	0.06179600173
9483	0.06179357637
9484	0.06179177221
9485	0.06178963452
9486	0.0617881883
9487	0.06178711062
9488	0.06178514128
9489	0.06178243816
9490	0.06178074952
9491	0.06177880104
9492	0.06177734051
9493	0.06177480909
9494	0.06177310971
9495	0.06177083795
9496	0.06176920167
9497	0.06176662778
9498	0.06176575691
9499	0.06176339007
9500	0.061761283
9501	0.06176000468
9502	0.06175844889
9503	0.06175700193
9504	0.06175559709
9505	0.06175297697
9506	0.06175093629
9507	0.06174958048
9508	0.06174877611
9509	0.06174743782
9510	0.06174612408
9511	0.06174490517
9512	0.06174380566
9513	0.06174088644
9514	0.06173847648
9515	0.06173691663
9516	0.06173541998
9517	0.06173335413
9518	0.0617321982
9519	0.06173057847
9520	0.06172841055
9521	0.06172639365
9522	0.06172476322
9523	0.06172327331
9524	0.0617213195
9525	0.06171999115
9526	0.06171794235
9527	0.06171635738
9528	0.06171489187
9529	0.06171391132
9530	0.06171246332
9531	0.06171059352
9532	0.06170845302
9533	0.06170631245
9534	0.0617044284
9535	0.06170271303
9536	0.06170137725
9537	0.06169981646
9538	0.06169701468
9539	0.06169515848
9540	0.06169375925
9541	0.0616922932
9542	0.06169040169
9543	0.06168858748
9544	0.06168702286
9545	0.06168566213
9546	0.06168299684
9547	0.06168121757
9548	0.06168002199
9549	0.06167849231
9550	0.06167699073
9551	0.06167490181
9552	0.06167195119
9553	0.06167047055
9554	0.06166858541
9555	0.06166603194
9556	0.06166382306
9557	0.06166144175
9558	0.06165986236
9559	0.06165883873
9560	0.06165747386
9561	0.06165457869
9562	0.06165253475
9563	0.06165080034
9564	0.0616493192
9565	0.06164776413
9566	0.06164661715
9567	0.06164470313
9568	0.06164337666
9569	0.06164186014
9570	0.06163960114
9571	0.06163749336
9572	0.06163587466
9573	0.0616330207
9574	0.06163081416
9575	0.06162924807
9576	0.06162775233
9577	0.06162546465
9578	0.0616234303
9579	0.0616221808
9580	0.06162035754
9581	0.06161760847
9582	0.06161603148
9583	0.06161423972
9584	0.06161221908
9585	0.06161079686
9586	0.0616076953
9587	0.06160622016
9588	0.06160460063
9589	0.06160161847
9590	0.06159971714
9591	0.06159843899
9592	0.06159743546
9593	0.06159539667
9594	0.06159410786
9595	0.06159216052
9596	0.06159087869
9597	0.06158856851
9598	0.06158729013
9599	0.06158532144
9600	0.06158342312
9601	0.06158256024
9602	0.0615815635
9603	0.06158016874
9604	0.06157855557
9605	0.0615764774
9606	0.06157510719
9607	0.06157352206
9608	0.06157177838
9609	0.06157015442
9610	0.06156874179
9611	0.06156690638
9612	0.06156469043
9613	0.06156278091
9614	0.06156061061
9615	0.06155865868
9616	0.0615567983
9617	0.06155489911
9618	0.06155276729
9619	0.06155109702
9620	0.06154920117
9621	0.06154704802
9622	0.06154568067
9623	0.06154409831
9624	0.06154265336
9625	0.06154091938
9626	0.06153883995
9627	0.06153706708
9628	0.06153575591
9629	0.0615340887
9630	0.06153216061
9631	0.06153003153
9632	0.06152831482
9633	0.06152654518
9634	0.06152340059
9635	0.06152183529
9636	0.06151953662
9637	0.06151799238
9638	0.06151640931
9639	0.06151499897
9640	0.06151358507
9641	0.06151210767
9642	0.06151017536
9643	0.06150858857
9644	0.06150695236
9645	0.06150399368
9646	0.0615023503
9647	0.06150026956
9648	0.06149889412
9649	0.06149608672
9650	0.06149440785
9651	0.06149286298
9652	0.06149119108
9653	0.06148875723
9654	0.06148680655
9655	0.06148453479
9656	0.06148298614
9657	0.06148117991
9658	0.06147944067
9659	0.06147754261
9660	0.06147647008
9661	0.06147458605
9662	0.06147285014
9663	0.06147125533
9664	0.06146969223
9665	0.06146776917
9666	0.06146602249
9667	0.06146462158
9668	0.0614626172
9669	0.06146113505
9670	0.06146032338
9671	0.06145922584
9672	0.06145682248
9673	0.06145470491
9674	0.06145296139
9675	0.06145076603
9676	0.0614492377
9677	0.06144798819
9678	0.06144623389
9679	0.06144435951
9680	0.06144195205
9681	0.06144053647
9682	0.06143914557
9683	0.061437564
9684	0.0614363672
9685	0.06143535397
9686	0.0614338182
9687	0.06143245186
9688	0.06142952843
9689	0.0614274311
9690	0.06142537254
9691	0.06142392127
9692	0.06142237815
9693	0.06142120578
9694	0.06141933065
9695	0.06141829241
9696	0.06141597574
9697	0.06141455603
9698	0.06141275486
9699	0.06141098189
9700	0.06140929011
9701	0.0614074252
9702	0.06140573685
9703	0.06140365637
9704	0.06140181249
9705	0.06139970009
9706	0.06139730853
9707	0.06139630525
9708	0.06139469431
9709	0.0613934013
9710	0.06139149705
9711	0.06138967754
9712	0.06138817949
9713	0.06138691813
9714	0.06138479108
9715	0.06138245548
9716	0.06138064983
9717	0.06137921517
9718	0.0613772292
9719	0.06137469188
9720	0.06137279059
9721	0.06137077967
9722	0.06136787451
9723	0.06136659153
9724	0.06136536508
9725	0.06136360841
9726	0.0613616184
9727	0.0613593809
9728	0.06135706554
9729	0.06135576112
9730	0.06135390166
9731	0.06135179114
9732	0.0613497053
9733	0.06134802243
9734	0.06134599656
9735	0.06134440198
9736	0.06134202241
9737	0.06134090862
9738	0.06133976298
9739	0.06133842637
9740	0.06133666539
9741	0.06133402738
9742	0.06133227689
9743	0.06133004538
9744	0.06132851758
9745	0.0613264557
9746	0.06132426643
9747	0.06132255103
9748	0.06132116099
9749	0.06131944197
9750	0.06131796696
9751	0.06131661927
9752	0.0613150876
9753	0.06131304649
9754	0.06131037916
9755	0.06130816101
9756	0.06130599231
9757	0.06130509721
9758	0.06130339896
9759	0.06130196249
9760	0.0612998148
9761	0.06129749012
9762	0.06129540596
9763	0.06129325804
9764	0.0612912339
9765	0.06128934064
9766	0.06128772335
9767	0.06128527788
9768	0.06128315084
9769	0.0612813812
9770	0.06127937082
9771	0.06127813908
9772	0.06127524369
9773	0.06127347028
9774	0.06127198355
9775	0.06127012509
9776	0.06126867368
9777	0.06126573889
9778	0.06126449272
9779	0.06126234371
9780	0.06126100188
9781	0.06125984412
9782	0.06125734088
9783	0.06125554217
9784	0.06125428162
9785	0.0612523341
9786	0.06125056711
9787	0.06124948352
9788	0.06124684174
9789	0.06124531187
9790	0.06124387758
9791	0.06124222368
9792	0.06124083182
9793	0.06123901137
9794	0.06123749547
9795	0.06123560408
9796	0.06123386849
9797	0.06123162985
9798	0.06122928841
9799	0.06122746408
9800	0.06122547673
9801	0.06122397466
9802	0.06122167898
9803	0.06121964185
9804	0.06121726097
9805	0.06121464261
9806	0.06121295249
9807	0.06121144303
9808	0.06120958273
9809	0.06120724044
9810	0.06120605332
9811	0.06120426727
9812	0.06120253788
9813	0.06120065604
9814	0.06119948651
9815	0.06119731042
9816	0.06119498184
9817	0.06119272406
9818	0.06119062925
9819	0.06118865134
9820	0.06118730788
9821	0.06118601757
9822	0.06118313909
9823	0.06118141973
9824	0.06117895583
9825	0.06117597774
9826	0.06117436809
9827	0.06117258467
9828	0.06117136142
9829	0.0611701275
9830	0.06116732273
9831	0.06116652844
9832	0.06116501429
9833	0.06116274122
9834	0.06116166671
9835	0.06115998221
9836	0.06115824448
9837	0.06115647122
9838	0.06115427941
9839	0.06115304515
9840	0.06115200239
9841	0.0611498317
9842	0.06114790213
9843	0.06114626337
9844	0.06114423791
9845	0.0611424004
9846	0.06114091758
9847	0.06113891323
9848	0.06113630215
9849	0.06113418412
9850	0.06113220439
9851	0.06112994784
9852	0.06112773023
9853	0.06112579287
9854	0.06112456158
9855	0.06112205281
9856	0.061120023
9857	0.06111797183
9858	0.06111614062
9859	0.06111406093
9860	0.06111267325
9861	0.06110983035
9862	0.06110795276
9863	0.06110657204
9864	0.061103775
9865	0.06110111983
9866	0.06109944431
9867	0.06109847164
9868	0.06109645525
9869	0.06109440329
9870	0.06109252167
9871	0.0610911335
9872	0.06108940445
9873	0.06108651787
9874	0.06108490941
9875	0.06108329026
9876	0.06108144382
9877	0.0610793949
9878	0.06107724294
9879	0.06107551705
9880	0.06107345728
9881	0.06107171708
9882	0.06107020768
9883	0.06106873021
9884	0.06106700763
9885	0.06106521042
9886	0.06106324621
9887	0.06106198524
9888	0.06106049692
9889	0.06105842599
9890	0.06105639406
9891	0.0610543976
9892	0.06105319684
9893	0.06105144541
9894	0.06105038315
9895	0.0610482728
9896	0.06104640397
9897	0.06104424374
9898	0.0610427301
9899	0.06104048446
9900	0.06103853011
9901	0.06103703411
9902	0.06103420546
9903	0.06103281241
9904	0.06103082227
9905	0.06102958907
9906	0.06102795779
9907	0.06102582534
9908	0.06102365016
9909	0.06102186944
9910	0.0610205934
9911	0.06101882326
9912	0.06101702818
9913	0.06101560629
9914	0.06101458252
9915	0.06101282642
9916	0.06101114137
9917	0.06100974068
9918	0.06100787067
9919	0.06100625303
9920	0.0610044647
9921	0.06100297497
9922	0.06100111186
9923	0.06099907803
9924	0.06099773751
9925	0.06099465812
9926	0.06099299035
9927	0.06099125141
9928	0.06098933105
9929	0.06098721858
9930	0.06098540834
9931	0.06098364785
9932	0.06098140358
9933	0.06097922326
9934	0.06097794989
9935	0.06097681166
9936	0.06097455647
9937	0.06097246839
9938	0.06097104547
9939	0.06096912803
9940	0.06096690814
9941	0.06096430393
9942	0.06096358526
9943	0.06096093821
9944	0.06095942963
9945	0.06095777157
9946	0.06095569359
9947	0.06095431297
9948	0.0609523701
9949	0.06095013892
9950	0.06094859804
9951	0.0609469041
9952	0.06094534178
9953	0.06094346268
9954	0.06094161912
9955	0.06093932703
9956	0.06093767199
9957	0.06093639063
9958	0.0609338919
9959	0.06093201956
9960	0.06093017565
9961	0.06092884786
9962	0.06092726016
9963	0.06092595366
9964	0.06092398852
9965	0.06092220133
9966	0.06091955604
9967	0.06091780076
9968	0.06091607392
9969	0.06091441824
9970	0.06091297615
9971	0.06091148419
9972	0.06090980702
9973	0.06090773452
9974	0.06090621038
9975	0.0609041983
9976	0.06090293761
9977	0.060900872
9978	0.06089929426
9979	0.0608981047
9980	0.06089643428
9981	0.06089446107
9982	0.06089238449
9983	0.06089076022
9984	0.0608898982
9985	0.06088733345
9986	0.0608847009
9987	0.06088212167
9988	0.06088091752
9989	0.06087847708
9990	0.06087716953
9991	0.0608750318
9992	0.06087361372
9993	0.06087135828
9994	0.0608704461
9995	0.06086924528
9996	0.06086687564
9997	0.06086522575
9998	0.06086346534
9999	0.06086189019
10000	0.06086052527
10001	0.06085866137
10002	0.0608569471
10003	0.06085526843
10004	0.06085392118
10005	0.06085166144
10006	0.0608501145
10007	0.06084799364
10008	0.0608464074
10009	0.06084503856
10010	0.0608434059
10011	0.06084151652
10012	0.06083988377
10013	0.06083789089
10014	0.06083600491
10015	0.06083399051
10016	0.06083213293
10017	0.06083066037
10018	0.06082847465
10019	0.0608255008
10020	0.06082320077
10021	0.06082168877
10022	0.06081955622
10023	0.060818037
10024	0.06081628235
10025	0.06081382505
10026	0.06081199896
10027	0.06081026911
10028	0.0608084429
10029	0.0608068485
10030	0.06080559292
10031	0.06080343483
10032	0.06080128736
10033	0.06079961072
10034	0.06079657481
10035	0.06079458051
10036	0.060792736
10037	0.06079134455
10038	0.06078989241
10039	0.06078770522
10040	0.06078521108
10041	0.0607841406
10042	0.06078238498
10043	0.06078032599
10044	0.06077860951
10045	0.06077661106
10046	0.06077450547
10047	0.06077307792
10048	0.06077118635
10049	0.06076990148
10050	0.06076847382
10051	0.06076705682
10052	0.06076518649
10053	0.06076394076
10054	0.06076225951
10055	0.06075993211
10056	0.06075808654
10057	0.06075633731
10058	0.06075381332
10059	0.06075221034
10060	0.06075107145
10061	0.06074948982
10062	0.06074783674
10063	0.06074574444
10064	0.06074331642
10065	0.06074133823
10066	0.06074015986
10067	0.06073863151
10068	0.06073745665
10069	0.0607349176
10070	0.06073338911
10071	0.06073206059
10072	0.0607299856
10073	0.06072817841
10074	0.06072595328
10075	0.06072380308
10076	0.06072251363
10077	0.06072048118
10078	0.06071870229
10079	0.06071649824
10080	0.06071463707
10081	0.06071265794
10082	0.0607113897
10083	0.06070906034
10084	0.06070707746
10085	0.06070454428
10086	0.06070214321
10087	0.06070032804
10088	0.06069859501
10089	0.06069684763
10090	0.06069490366
10091	0.06069285957
10092	0.06069140508
10093	0.06068880334
10094	0.06068597275
10095	0.06068388547
10096	0.06068272742
10097	0.06068042556
10098	0.060678406
10099	0.06067643642
10100	0.0606736267
10101	0.06067147107
10102	0.06066995886
10103	0.06066875765
10104	0.06066674843
10105	0.06066475701
10106	0.06066312308
10107	0.06066097065
10108	0.06065972992
10109	0.06065790992
10110	0.0606564081
10111	0.06065376553
10112	0.06065233155
10113	0.06065043264
10114	0.06064930257
10115	0.06064770398
10116	0.06064531496
10117	0.06064374845
10118	0.06064176343
10119	0.06063935271
10120	0.06063850143
10121	0.06063708498
10122	0.06063488154
10123	0.06063332192
10124	0.06063194112
10125	0.06063046728
10126	0.06062822425
10127	0.06062591317
10128	0.06062460376
10129	0.06062287214
10130	0.06062064672
10131	0.06061871462
10132	0.06061732275
10133	0.06061556587
10134	0.06061440295
10135	0.06061205555
10136	0.06061072079
10137	0.06060956134
10138	0.06060712787
10139	0.06060567132
10140	0.06060396421
10141	0.06060180968
10142	0.0605998555
10143	0.0605982234
10144	0.06059671294
10145	0.06059533847
10146	0.06059412146
10147	0.06059281493
10148	0.06059091058
10149	0.06058976866
10150	0.06058880212
10151	0.06058666495
10152	0.06058423772
10153	0.06058217915
10154	0.06058028879
10155	0.06057785056
10156	0.06057627157
10157	0.06057490737
10158	0.06057386182
10159	0.06057200342
10160	0.060570102
10161	0.06056770633
10162	0.06056575464
10163	0.06056413952
10164	0.06056233454
10165	0.06056042565
10166	0.06055877815
10167	0.06055708047
10168	0.06055509978
10169	0.06055371719
10170	0.06055213041
10171	0.06055056507
10172	0.06054840864
10173	0.06054728382
10174	0.06054561089
10175	0.06054429616
10176	0.06054292766
10177	0.06054162362
10178	0.06053967108
10179	0.06053788687
10180	0.06053633908
10181	0.06053432188
10182	0.06053139807
10183	0.06053027653
10184	0.06052882171
10185	0.06052728444
10186	0.06052486199
10187	0.06052361848
10188	0.0605222961
10189	0.06052088768
10190	0.0605192857
10191	0.06051633608
10192	0.0605153397
10193	0.0605139347
10194	0.06051270888
10195	0.06051095614
10196	0.06050971234
10197	0.06050807063
10198	0.06050618154
10199	0.06050510254
10200	0.06050333165
10201	0.06050151052
10202	0.06049963556
10203	0.06049730881
10204	0.06049603964
10205	0.06049371992
10206	0.06049198097
10207	0.06049004117
10208	0.06048849933
10209	0.06048709012
10210	0.06048559841
10211	0.06048438995
